vlookup,SO2,PM10,PM2.5,8h_Avg_WHO,8h_Avg_NS,C0_8h_Avg,NO2,AQI
Envi08102023,21.77207083333333,67.75541666666666,30.652916666666663,6.782499999999993,6.782499999999993,0.4775,8.8322,67.75541666666666
Envi08112023,11.916708333333332,37.01041666666666,20.95208333333333,4.162999999999993,4.162999999999993,0.485,8.105,37.01041666666666
Envi08122023,6.709466666666667,49.64416666666667,24.921666666666667,,,0.6525,9.4197,49.64416666666667
Envi09012023,2.0305,55.87916666666666,26.91208333333333,,,1.010639,41.548,55.87916666666666
Envi09022023,4.301166666666667,78.05041666666666,33.82541666666667,68.9574,68.9574,0.329245,52.452,78.05041666666666
Envi09032023,6.77925,97.595,40.049166666666665,2.9448,2.9448,0.7229075,48.692,97.595
Envi09042023,5.556583333333333,40.365833333333335,22.011666666666667,35.8284,35.8284,0.2820054999999999,15.604,40.365833333333335
Envi09052023,8.373083333333334,86.92916666666667,36.7,2.6994,2.6994,0.878941,54.708,86.92916666666667
Envi09062023,14.1715375,78.94833333333334,34.007083333333334,61.6875,61.6875,0.47625,55.5229,78.94833333333334
Envi09072023,16.006779166666664,185.925,67.82791666666667,57.005125,57.005125,0.48125,40.6099,185.925
Envi09082023,8.314020833333332,51.51833333333334,25.50625,66.43737499999999,66.43737499999999,0.3712499999999999,19.9439,66.43737499999999
Envi09092023,20.785504166666662,75.50583333333334,33.099583333333335,11.363124999999991,11.363124999999991,0.44875,10.4455,75.50583333333334
Envi09102023,21.2131625,55.15416666666667,26.660416666666663,7.0759999999999925,7.0759999999999925,1.3375,7.4165,55.15416666666667
Envi09112023,11.516870833333334,37.46375,21.045416666666664,6.603999999999992,6.603999999999992,0.475,3.1439,37.46375
Envi09122023,7.570470833333332,53.33541666666667,26.082916666666662,0.4814999999999946,0.4814999999999946,0.5775,17.2083,53.33541666666667
Envi10012023,1.9479130434782608,83.58565217391305,35.64782608695652,,,,66.36399999999999,83.58565217391305
Envi10022023,2.6527500000000006,50.62583333333333,25.251666666666665,90.06179999999999,90.06179999999999,0.2533755,20.492,90.06179999999999
Envi10032023,5.109,59.89875,28.12875,11.7792,11.7792,0.4280184999999999,53.58,59.89875
Envi10042023,6.84475,45.6525,23.67125,22.3314,22.3314,1.0521525,38.164,45.6525
Envi10052023,5.589333333333333,85.00583333333333,36.07875,,,0.856037,119.004,119.004
Envi10062023,15.822016666666668,84.97416666666668,36.02833333333333,8.182500000000001,8.182500000000001,0.68625,84.4065,84.97416666666668
Envi10072023,10.688177272727271,147.9131818181818,55.88772727272727,56.83325000000001,56.83325000000001,0.39,23.6913,147.9131818181818
Envi10082023,7.804254166666666,128.00625,49.61541666666667,24.567999999999994,24.567999999999994,0.45375,60.0195,128.00625
Envi10092023,22.150654166666666,56.44875,27.0525,12.004874999999991,12.004874999999991,0.4987499999999999,9.196,56.44875
Envi10102023,22.34272916666667,38.63375,21.438333333333333,17.582624999999993,17.582624999999993,0.6375,9.1202,38.63375
Envi10112023,9.393604166666668,42.21041666666667,22.530416666666667,3.861374999999993,3.861374999999993,0.46125,6.551,42.21041666666667
Envi10122023,7.736745833333334,61.65375,28.71125,,,0.8087500000000001,8.7711,61.65375
Envi11012023,1.834,40.54083333333333,22.05625,53.988,53.988,0.3822105,18.424,53.988
Envi11022023,3.0675833333333338,49.92625,25.02958333333333,29.9388,29.9388,0.31493,79.71199999999999,79.71199999999999
Envi11032023,7.5325,63.17416666666667,29.21291666666667,4.908,4.908,0.561148,59.784,63.17416666666667
Envi11042023,7.194083333333334,56.62833333333333,27.142916666666665,6.135,6.135,0.6513325,31.771999999999995,56.62833333333333
Envi11052023,3.755333333333333,91.715,38.215,1.9632,1.9632,1.1409055,148.51999999999998,148.51999999999998
Envi11062023,13.6622875,68.65041666666666,30.88958333333333,123.84025,123.84025,0.55,48.6204,123.84025
Envi11072023,11.014945833333334,162.93958333333333,60.56708333333333,23.312375,23.312375,0.3125,20.8811,162.93958333333333
Envi11082023,8.703095833333334,125.31,48.70875,51.99199999999999,51.99199999999999,0.60375,35.7299,125.31
Envi11092023,22.749108333333336,64.92625,29.729166666666668,22.341499999999996,22.341499999999996,0.43,9.29,64.92625
Envi11102023,21.2844375,34.07833333333333,20.024166666666662,22.935874999999992,22.935874999999992,0.65625,8.9412,34.07833333333333
Envi11112023,10.318429166666666,44.78958333333333,23.29208333333333,1.3441249999999938,1.3441249999999938,0.8512500000000001,0.0901,44.78958333333333
Envi11122023,7.171813636363637,54.869565217391305,26.539130434782606,,,0.4825,20.7056,54.869565217391305
Envi12012023,2.172416666666667,57.00208333333333,27.26458333333333,,,0.681394,62.228,62.228
Envi12022023,4.148333333333333,70.30666666666666,31.42458333333333,19.1412,19.1412,0.9490845,90.428,90.428
Envi12032023,5.622083333333333,65.61833333333333,29.855416666666667,7.8528,7.8528,0.7200445,68.244,68.244
Envi12042023,5.250916666666667,69.73791666666666,31.235416666666666,10.3068,10.3068,0.4208609999999999,42.676,69.73791666666666
Envi12052023,3.9955,73.2725,32.362500000000004,2.454,2.454,0.8102289999999999,123.328,123.328
Envi12062023,13.325070833333331,73.54708333333333,32.30833333333333,73.110875,73.110875,0.96,53.4471,73.54708333333333
Envi12072023,9.584229166666669,147.56833333333333,55.76375,20.943875,20.943875,0.8975,34.9875,147.56833333333333
Envi12082023,9.254245833333334,142.21958333333333,54.04,41.60237499999999,41.60237499999999,0.405,29.1255,142.21958333333333
Envi12092023,21.022875,81.48708333333333,34.94041666666667,10.373374999999994,10.373374999999994,0.45625,8.5195,81.48708333333333
Envi12102023,22.081616666666665,37.21,21.015833333333333,10.669999999999993,10.669999999999993,0.73625,9.4203,37.21
Envi12112023,11.708108333333334,37.99875,21.227083333333333,5.108874999999994,5.108874999999994,0.67375,12.063,37.99875
Envi12122023,6.77613125,53.23176470588236,26.037647058823527,,,,,53.23176470588236
Envi13012023,2.2270000000000003,46.15416666666667,23.862916666666667,19.632,19.632,0.5811890000000001,55.084,55.084
Envi13022023,3.940916666666667,78.20416666666667,33.895,16.9326,16.9326,1.0979605,101.896,101.896
Envi13032023,5.8295,74.45166666666667,32.685,3.681,3.681,0.6914145,43.992,74.45166666666667
Envi13042023,5.098083333333333,99.35166666666667,40.48166666666666,4.4172,4.4172,0.509614,43.804,99.35166666666667
Envi13052023,6.397166666666667,70.24916666666667,31.3875,6.6258,6.6258,0.621271,72.568,72.568
Envi13062023,14.9366,87.33416666666666,36.73833333333334,97.037875,97.037875,0.86125,70.289,97.037875
Envi13072023,12.183366666666666,95.66958333333334,39.25333333333334,34.003125,34.003125,0.61125,14.2463,95.66958333333334
Envi13082023,9.839258333333332,134.30958333333334,51.532916666666665,26.049624999999992,26.049624999999992,0.4374999999999999,1.0703,134.30958333333334
Envi13092023,23.63576666666667,76.30708333333334,33.27458333333333,14.399499999999994,14.399499999999994,0.49,9.6412,76.30708333333334
Envi13102023,19.800954166666667,35.93333333333333,20.535,7.575624999999993,7.575624999999993,0.7799999999999999,8.9398,35.93333333333333
Envi13112023,9.277458333333334,45.58041666666667,23.63583333333333,0.8021249999999929,0.8021249999999929,0.6975,0.2178,45.58041666666667
Envi13122023,5.523108333333333,64.22791666666667,29.5175,,,0.66625,2.7653,64.22791666666667
Envi14012023,1.8340000000000003,37.44583333333333,21.10375,45.88980000000001,45.88980000000001,0.3335395,34.028000000000006,45.88980000000001
Envi14022023,3.635250000000001,84.06,35.765,17.6688,17.6688,0.661353,94.94,94.94
Envi14032023,5.119916666666667,49.44958333333333,24.71625,25.521600000000003,25.521600000000003,0.6126820000000001,20.868,49.44958333333333
Envi14042023,5.916833333333333,80.47333333333333,34.60125,17.6688,17.6688,0.6112505,46.248,80.47333333333333
Envi14052023,7.7945,71.62166666666667,31.75791666666667,16.4418,16.4418,0.415135,68.244,71.62166666666667
Envi14062023,17.650941666666665,89.48416666666667,37.285,173.13412499999998,173.13412499999998,0.43875,67.7943,173.13412499999998
Envi14072023,10.2734625,111.06791666666668,44.31333333333333,48.45775,48.45775,0.6849999999999999,23.9182,111.06791666666668
Envi14082023,9.950941666666669,89.64208333333333,37.513333333333335,37.082375,37.082375,0.35625,1.4516,89.64208333333333
Envi14092023,24.00916666666667,59.41708333333333,27.95833333333333,20.371375,20.371375,0.4787499999999999,9.3577,59.41708333333333
Envi14102023,18.639754166666663,34.175000000000004,20.062083333333334,13.149374999999992,13.149374999999992,0.66,8.8686,34.175000000000004
Envi14112023,9.444866666666668,48.10083333333333,24.424166666666665,1.549249999999993,1.549249999999993,0.9025,0.5381,48.10083333333333
Envi14122023,4.551720833333333,56.73166666666666,27.12708333333333,,,0.5812499999999999,11.4017,56.73166666666666
Envi15012023,1.7466666666666668,41.54083333333333,22.37291666666667,23.803799999999995,23.803799999999995,0.526792,67.116,67.116
Envi15022023,3.908166666666667,82.27666666666667,35.23208333333333,17.178,17.178,0.8402905,80.276,82.27666666666667
Envi15032023,5.480166666666666,52.75833333333333,25.93166666666667,20.3682,20.3682,0.5582849999999999,28.576,52.75833333333333
Envi15042023,5.163583333333333,70.28041666666667,31.405833333333334,38.5278,38.5278,0.1646224999999999,16.168,70.28041666666667
Envi15052023,4.082833333333333,66.16041666666668,30.07166666666667,21.1044,21.1044,0.5153399999999999,108.664,108.664
Envi15062023,19.68505833333333,82.165,35.09708333333334,142.10875,142.10875,0.14875,12.4316,142.10875
Envi15072023,11.615908333333332,108.47208333333332,43.45166666666666,23.133750000000003,23.133750000000003,0.4525,33.6859,108.47208333333332
Envi15082023,11.815929166666663,88.08375000000001,36.985,30.463624999999997,30.463624999999997,0.47,0.6764,88.08375000000001
Envi15092023,23.973279166666668,59.36625,27.91333333333333,30.252375,30.252375,0.42625,9.1965,59.36625
Envi15102023,16.871025,41.8775,22.50875,,,,8.9957,41.8775
Envi15112023,8.333936363636363,50.14086956521739,24.99347826086957,1.351749999999993,1.351749999999993,0.4825,9.5425,50.14086956521739
Envi15122023,2.615675,38.26125,21.30875,41.69087499999999,41.69087499999999,0.2987499999999999,19.3647,41.69087499999999
Envi16012023,2.379833333333333,50.79125,25.300833333333333,,,1.4100274999999998,72.38,72.38
Envi16022023,4.857916666666667,74.71291666666667,32.812916666666666,16.4418,16.4418,0.867489,78.02000000000001,78.02000000000001
Envi16032023,7.314166666666666,52.522083333333335,25.82541666666667,7.6074,7.6074,0.549696,30.456,52.522083333333335
Envi16042023,4.082833333333333,51.99208333333333,25.68166666666667,27.239400000000003,27.239400000000003,0.22904,28.576,51.99208333333333
Envi16052023,4.94525,54.91916666666666,26.5225,40.00020000000001,40.00020000000001,0.4122719999999999,52.828,54.91916666666666
Envi16062023,17.741841666666666,107.38791666666668,42.79624999999999,242.411625,242.411625,0.44875,37.97,242.411625
Envi16072023,12.024775,107.00041666666668,42.945,18.992375000000003,18.992375000000003,0.475,31.8993,107.00041666666668
Envi16082023,10.135579166666666,103.37708333333336,41.86375,11.094499999999991,11.094499999999991,0.25625,0.7608,103.37708333333336
Envi16092023,23.3411,57.19458333333333,27.293333333333333,32.88437499999999,32.88437499999999,0.28125,9.264,57.19458333333333
Envi16102023,16.657856250000002,40.660625,22.03125,,,,,40.660625
Envi16112023,3.900275,36.8075,20.815416666666668,13.120249999999992,13.120249999999992,,47.9113,47.9113
Envi16122023,7.478916666666667,54.5275,26.4575,0.4814999999999929,0.4814999999999929,0.5775,17.2083,54.5275
Envi17012023,4.932434782608696,60.906666666666666,28.491666666666664,,,0.844585,69.748,69.748
Envi17022023,3.5588333333333337,81.55916666666667,34.88666666666666,17.4234,17.4234,1.37424,71.628,81.55916666666667
Envi17032023,5.305499999999999,58.142083333333325,27.54125,40.0002,40.0002,0.306341,22.56,58.142083333333325
Envi17042023,4.3885,41.76625,22.41,66.5034,66.5034,0.1202459999999999,18.424,66.5034
Envi17052023,11.56075,47.77916666666667,24.30458333333333,40.491,40.491,0.406546,21.244,47.77916666666667
Envi17062023,15.449975,72.71458333333334,32.049166666666665,130.620375,130.620375,0.34125,48.8944,130.620375
Envi17072023,13.2633,85.86874999999999,36.18541666666667,29.13425,29.13425,0.8025,37.7545,85.86874999999999
Envi17082023,11.389608333333332,142.61333333333332,54.267500000000005,14.924374999999992,14.924374999999992,0.06375,39.3542,142.61333333333332
Envi17092023,23.035375,54.42,26.37875,43.310875,43.310875,0.375,9.4728,54.42
Envi17102023,16.034604166666664,54.5675,26.492500000000003,13.405624999999992,13.405624999999992,0.4912499999999999,8.5943,54.5675
Envi17112023,6.764958333333333,36.03458333333334,20.6575,22.388624999999998,22.388624999999998,,47.4311,47.4311
Envi17122023,8.946991304347826,60.21826086956521,28.23652173913044,0.3247499999999929,0.3247499999999929,1.08125,11.6058,60.21826086956521
Envi18012023,2.5435833333333338,50.10041666666667,25.02125,22.8222,22.8222,0.6499010000000001,77.644,77.644
Envi18022023,3.624333333333334,74.39916666666666,32.72708333333333,38.7732,38.7732,0.423724,34.96799999999999,74.39916666666666
Envi18032023,5.0216666666666665,50.06375,24.988333333333333,10.0614,10.0614,0.2791425,16.919999999999998,50.06375
Envi18042023,3.96275,35.446666666666665,20.40833333333333,53.2518,53.2518,0.246218,19.552,53.2518
Envi18052023,5.589333333333333,65.78125,30.015,12.5154,12.5154,0.5210659999999999,71.43999999999998,71.43999999999998
Envi18062023,13.377008333333334,56.81208333333333,27.076666666666668,168.20850000000002,168.20850000000002,0.2975,25.8149,168.20850000000002
Envi18072023,14.962579166666666,87.1825,36.57625,19.379125,19.379125,0.4525,11.8352,87.1825
Envi18082023,12.437258333333332,107.88375,42.81708333333333,33.98275,33.98275,0.15875,11.3819,107.88375
Envi18092023,22.70159583333333,81.07625,34.753750000000004,45.43549999999999,45.43549999999999,0.38375,8.292,81.07625
Envi18102023,18.20715833333333,49.31208333333333,24.805000000000003,8.870749999999992,8.870749999999992,0.5225,9.9633,49.31208333333333
Envi18112023,9.679591666666669,49.17291666666667,24.770416666666662,1.228999999999993,1.228999999999993,,44.5552,49.17291666666667
Envi18122023,5.5041400000000005,48.06375,24.276875,,,,,48.06375
Envi19012023,3.547916666666667,41.16791666666666,22.26833333333333,,,0.446628,31.208,41.16791666666666
Envi19022023,3.2640833333333337,59.38,27.977083333333336,51.0432,51.0432,0.3850734999999999,34.78,59.38
Envi19032023,5.1745,46.32708333333333,23.82333333333333,6.8712,6.8712,0.4752579999999999,20.68,46.32708333333333
Envi19042023,4.312083333333334,45.74541666666667,23.68583333333333,9.0798,9.0798,0.5826205,40.796,45.74541666666667
Envi19052023,7.052166666666667,72.62625,32.18458333333333,3.1902,3.1902,0.953379,104.904,104.904
Envi19062023,9.000516666666668,53.364583333333336,26.047083333333333,60.403000000000006,60.403000000000006,0.4275,39.6824,60.403000000000006
Envi19072023,15.97906956521739,73.20958333333333,32.34708333333334,17.242875,17.242875,0.8462500000000001,30.7807,73.20958333333333
Envi19082023,12.696254166666668,82.83041666666666,35.291666666666664,39.1075,39.1075,0.10875,13.3645,82.83041666666666
Envi19092023,16.3484375,62.30291666666667,28.80333333333333,45.89349999999999,45.89349999999999,0.44625,8.7437,62.30291666666667
Envi19102023,18.8689375,42.96208333333333,22.8325,21.278749999999995,21.278749999999995,0.5925,,42.96208333333333
Envi19112023,11.30085,52.82125,25.930000000000003,0.4323749999999928,0.4323749999999928,,46.8892,52.82125
Envi19122023,3.4816291666666666,49.50416666666666,24.871666666666663,,,0.425,30.851,49.50416666666666
Envi20012023,3.886333333333333,60.04208333333333,28.223333333333333,,,1.543157,86.856,86.856
Envi20022023,3.165833333333334,49.57666666666666,24.91541666666667,83.19059999999999,83.19059999999999,0.297752,28.012,83.19059999999999
Envi20032023,5.0691304347826085,54.864583333333336,26.575,3.9264,3.9264,0.7257705,29.892,54.864583333333336
Envi20042023,5.021666666666667,40.829166666666666,22.0725,18.1596,18.1596,0.455217,23.312,40.829166666666666
Envi20052023,6.812,79.13583333333334,33.93666666666667,3.4356,3.4356,1.0464265,92.872,92.872
Envi20062023,9.707904166666667,48.395833333333336,24.49833333333333,180.161375,180.161375,0.3875,40.4291,180.161375
Envi20072023,16.93494347826087,46.69478260869565,23.83434782608696,152.77587499999998,152.77587499999998,0.4875,21.4135,152.77587499999998
Envi20082023,13.477091666666666,84.85125000000001,35.94833333333333,43.98749999999999,43.98749999999999,0.28625,18.5222,84.85125000000001
Envi20092023,10.931216666666666,59.54791666666667,28.034166666666668,12.375249999999994,12.375249999999994,0.19,12.6906,59.54791666666667
Envi20102023,21.102933333333333,41.864583333333336,22.655833333333334,25.592124999999992,25.592124999999992,0.43375,3.211,41.864583333333336
Envi20112023,10.372166666666669,50.592083333333335,25.21,13.494749999999994,13.494749999999994,0.4075,49.1362,50.592083333333335
Envi20122023,4.7859875,51.13541666666666,25.38125,,,0.50625,30.055,51.13541666666666
Envi21012023,2.6090833333333334,39.33041666666667,21.6825,,,0.5768945,77.644,77.644
Envi21022023,3.474347826086957,48.50833333333333,24.50583333333333,59.632200000000005,59.632200000000005,0.3220874999999999,16.919999999999998,59.632200000000005
Envi21032023,4.170166666666667,58.91458333333333,27.7825,6.8712,6.8712,0.440902,56.776,58.91458333333333
Envi21042023,4.726916666666667,43.178333333333335,22.84375,12.760799999999998,12.760799999999998,0.7558320000000001,36.848,43.178333333333335
Envi21052023,4.574083333333333,52.79625000000001,25.69375,44.4174,44.4174,0.2404919999999999,13.912,52.79625000000001
Envi21062023,8.254595833333333,56.29416666666666,26.993333333333336,,,0.5725,28.9244,56.29416666666666
Envi21072023,16.481641666666665,86.30083333333333,36.0175,,,0.5475,20.3114,86.30083333333333
Envi21082023,13.933120833333334,93.06708333333334,38.48708333333334,42.44699999999999,42.44699999999999,0.38625,24.014,93.06708333333334
Envi21092023,11.9324875,47.66708333333333,24.29583333333333,15.638999999999992,15.638999999999992,0.2325,10.2565,47.66708333333333
Envi21102023,22.3392,44.78125,23.93125,19.836374999999997,19.836374999999997,1.5175,10.7201,44.78125
Envi21112023,9.2518875,58.84166666666667,27.807916666666667,6.611749999999994,6.611749999999994,0.38625,49.2768,58.84166666666667
Envi21122023,5.806816666666666,52.1875,25.70875,,,0.70625,4.3806,52.1875
Envi22012023,2.3034166666666667,39.477916666666665,21.717916666666667,,,0.48671,59.21999999999999,59.21999999999999
Envi22022023,3.165833333333334,55.209583333333335,26.69458333333333,26.5032,26.5032,0.595504,3.947999999999999,55.209583333333335
Envi22032023,3.362333333333334,40.802083333333336,22.08125,78.0372,78.0372,0.157465,12.408,78.0372
Envi22042023,4.836083333333334,43.55916666666667,23.012083333333333,13.006199999999996,13.006199999999996,0.681394,58.092,58.092
Envi22052023,3.482416666666667,53.04083333333333,25.936666666666667,13.9878,13.9878,0.652764,50.008,53.04083333333333
Envi22062023,8.872358333333333,49.04750000000001,24.602500000000003,105.5845,105.5845,0.55375,51.1432,105.5845
Envi22072023,14.8857375,105.23541666666668,42.3625,,,0.3775,14.8075,105.23541666666668
Envi22082023,13.938329166666668,80.28,34.59916666666667,34.17649999999999,34.17649999999999,0.4862499999999999,19.9803,80.28
Envi22092023,10.491941666666667,44.134166666666665,23.15041666666667,10.931999999999992,10.931999999999992,0.4524999999999999,10.0313,44.134166666666665
Envi22102023,22.922083333333333,42.49166666666667,22.28375,16.36724999999999,16.36724999999999,0.61875,9.3405,42.49166666666667
Envi22112023,15.039641666666666,62.27625,28.918750000000003,4.046374999999994,4.046374999999994,0.63,52.9223,62.27625
Envi22122023,5.154719047619047,53.5075,26.144375,,,0.42375,,53.5075
Envi23012023,1.9759166666666668,40.037083333333335,21.901666666666667,,,0.297752,23.5,40.037083333333335
Envi23022023,3.362333333333334,64.51833333333333,29.63583333333333,6.135,6.135,0.907571,,64.51833333333333
Envi23032023,1.7139166666666668,34.65416666666667,20.23125,78.0372,78.0372,0.1116569999999999,22.184,78.0372
Envi23042023,4.595916666666667,40.22541666666667,21.97958333333333,10.061399999999995,10.061399999999995,0.7128869999999999,32.336,40.22541666666667
Envi23052023,4.9125000000000005,60.77333333333333,28.412916666666664,23.313,23.313,0.5597165,47.0,60.77333333333333
Envi23062023,11.3569625,49.09041666666667,24.552916666666665,268.077,268.077,0.4325,37.4089,268.077
Envi23072023,14.140125,122.5375,47.63958333333333,,,0.365,30.7457,122.5375
Envi23082023,13.356104166666666,63.55791666666666,29.19833333333333,31.822624999999995,31.822624999999995,0.47,21.6574,63.55791666666666
Envi23092023,9.505570833333334,62.41625,28.955,15.132374999999994,15.132374999999994,0.21875,10.1013,62.41625
Envi23102023,19.172808695652176,41.5975,22.149583333333336,,,,8.4713,41.5975
Envi23112023,6.834295833333333,60.17958333333333,28.260416666666668,17.769249999999992,17.769249999999992,0.4775,46.6929,60.17958333333333
Envi23122023,5.723770833333333,62.798750000000005,29.04083333333333,,,0.6875,3.8048,62.798750000000005
Envi24012023,2.358,37.23125,20.99333333333333,,,0.3292449999999999,30.456,37.23125
Envi24022023,3.329583333333334,108.81083333333332,43.59583333333333,4.6626,4.6626,1.0636045,0.188,108.81083333333332
Envi24032023,1.7685000000000002,35.904583333333335,20.55875,52.2702,52.2702,0.177506,34.404,52.2702
Envi24042023,9.868666666666668,55.19,26.67083333333333,8.588999999999997,8.588999999999997,0.526792,38.916,55.19
Envi24052023,6.3535,71.07041666666667,31.602500000000003,16.196399999999997,16.196399999999997,0.529655,53.768,71.07041666666667
Envi24062023,11.197766666666666,45.70083333333333,23.610416666666666,262.02425,262.02425,0.35,48.372,262.02425
Envi24072023,9.3392125,114.85,45.39958333333333,,,0.28375,13.1628,114.85
Envi24082023,15.9749875,59.270833333333336,27.89916666666667,,,0.46625,14.8783,59.270833333333336
Envi24092023,2.90244,72.46458333333334,32.15125,4.119249999999992,4.119249999999992,,10.7385,72.46458333333334
Envi24102023,17.026686363636365,61.009166666666665,28.49125,15.180624999999992,15.180624999999992,0.5575,5.3923,61.009166666666665
Envi24112023,7.327041666666666,66.16166666666668,30.10708333333333,0.5007499999999929,0.5007499999999929,0.6425000000000001,50.4471,66.16166666666668
Envi24122023,6.617325,52.13708333333333,25.727083333333336,,,0.56375,27.9324,52.13708333333333
Envi25012023,2.0523333333333333,41.6825,22.3875,,,0.346423,30.643999999999995,41.6825
Envi25022023,3.198583333333334,97.22291666666666,39.90708333333333,5.8896,5.8896,0.9519475,0.376,97.22291666666666
Envi25032023,2.150583333333333,37.79125,21.13625,28.221,28.221,0.2333344999999999,43.24,43.24
Envi25042023,7.5325,67.9775,30.66875,3.680999999999997,3.680999999999997,0.7443799999999999,76.14,76.14
Envi25052023,8.820666666666666,84.84791666666666,35.82416666666666,16.6872,16.6872,0.6770995,50.196,84.84791666666666
Envi25062023,10.085183333333331,52.37125,25.72958333333333,77.2255,77.2255,0.19375,67.8342,77.2255
Envi25072023,5.719433333333334,90.60208333333333,37.60083333333333,85.749625,85.749625,0.51625,37.03,90.60208333333333
Envi25082023,16.41405,70.455,31.326666666666668,,,0.875,4.9012,70.455
Envi25092023,9.612292857142858,66.94458333333334,30.405833333333334,,,,10.1591,66.94458333333334
Envi25102023,15.427591666666666,51.29166666666666,25.34958333333333,2.5122499999999928,2.5122499999999928,0.47,2.9608,51.29166666666666
Envi25112023,10.415691666666666,59.10416666666666,27.907083333333333,0.5711249999999929,0.5711249999999929,0.87875,45.114,59.10416666666666
Envi25122023,8.343816666666667,47.29791666666667,24.16625,,,0.57,40.6873,47.29791666666667
Envi26012023,1.99775,35.2825,20.42625,,,0.271985,37.976,37.976
Envi26022023,3.2750000000000004,75.19291666666668,32.98416666666667,5.6442,5.6442,0.961968,3.947999999999999,75.19291666666668
Envi26032023,2.827416666666668,37.9775,21.249583333333334,26.994,26.994,0.51534,44.744,44.744
Envi26042023,5.130833333333333,63.50291666666666,29.24291666666667,15.460199999999997,15.460199999999997,0.174643,28.388,63.50291666666666
Envi26052023,9.388333333333334,89.01666666666667,37.267916666666665,35.0922,35.0922,0.778736,92.68399999999998,92.68399999999998
Envi26062023,11.024304761904762,70.89999999999999,31.503636363636364,297.555375,297.555375,0.36875,21.775,297.555375
Envi26072023,5.708620833333334,76.2175,33.187083333333334,94.65625,94.65625,0.34375,10.2838,94.65625
Envi26082023,2.946486956521739,74.09666666666666,32.50208333333333,,,1.39125,28.5738,74.09666666666666
Envi26092023,7.6059375,59.64208333333334,28.09583333333333,2.543249999999992,2.543249999999992,0.7525000000000001,11.324,59.64208333333334
Envi26102023,14.048295833333334,39.76375,21.761666666666667,4.408249999999993,4.408249999999993,0.2425,5.6884,39.76375
Envi26112023,10.083225,52.935833333333335,25.905,1.693374999999993,1.693374999999993,0.44125,45.2058,52.935833333333335
Envi26122023,9.170854545454546,68.21916666666667,30.751666666666665,0.568999999999993,0.568999999999993,0.5425,41.1248,68.21916666666667
Envi27012023,2.205166666666667,30.542916666666667,18.93875,,,0.1903895,37.412,37.412
Envi27022023,3.4060000000000006,71.32291666666667,31.730416666666667,5.6442,5.6442,0.8803725,5.451999999999999,71.32291666666667
Envi27032023,2.641833333333334,68.08583333333333,30.74833333333333,38.7732,38.7732,0.2476495,18.988,68.08583333333333
Envi27042023,6.2115833333333335,51.21333333333333,25.37291666666667,20.122799999999994,20.122799999999994,0.2319029999999999,22.184,51.21333333333333
Envi27052023,7.456083333333333,75.93041666666666,33.07625,39.018600000000006,39.018600000000006,0.3979569999999999,37.6,75.93041666666666
Envi27062023,11.697016666666668,113.2775,44.75708333333333,,,0.1624999999999999,9.4906,113.2775
Envi27072023,5.842087500000001,56.84916666666667,27.1225,58.93825,58.93825,0.3,10.8914,58.93825
Envi27082023,2.631240909090909,76.04166666666667,33.132083333333334,7.066249999999992,7.066249999999992,1.7,11.239,76.04166666666667
Envi27092023,6.661625,61.28125,28.57875,10.603249999999992,10.603249999999992,0.255,9.7975,61.28125
Envi27102023,14.69035,38.20583333333334,21.33666666666667,3.977499999999993,3.977499999999993,0.6162500000000001,5.4916,38.20583333333334
Envi27112023,9.3726,56.79833333333334,27.179166666666664,0.5347499999999938,0.5347499999999938,0.5725,50.9444,56.79833333333334
Envi27122023,6.782858333333333,58.97166666666666,27.857083333333332,0.5119999999999938,0.5119999999999938,0.1975,1.515,58.97166666666666
Envi28012023,2.5217500000000004,36.865,20.925,,,0.4709635,51.324,51.324
Envi28022023,3.5260833333333337,80.49458333333334,34.555,4.662599999999999,4.662599999999999,0.9519475,,80.49458333333334
Envi28032023,2.598166666666667,98.82333333333334,40.41666666666666,29.448,29.448,0.3163615,26.508,98.82333333333334
Envi28042023,4.137416666666667,57.23291666666666,27.289583333333336,6.134999999999996,6.134999999999996,0.4537855,49.81999999999999,57.23291666666666
Envi28052023,7.346916666666668,101.21791666666668,41.13291666666667,56.1966,56.1966,0.2447864999999999,26.696,101.21791666666668
Envi28062023,12.366170833333332,157.89083333333335,58.904583333333335,,,0.29625,28.6476,157.89083333333335
Envi28072023,5.482220833333334,63.53041666666667,29.225416666666664,81.42787499999999,81.42787499999999,0.29625,10.3876,81.42787499999999
Envi28082023,5.127078260869565,66.27708333333334,29.95375,8.908374999999992,8.908374999999992,1.01,0.1873,66.27708333333334
Envi28092023,8.698704166666667,76.21541666666667,33.29541666666667,2.0496249999999927,2.0496249999999927,0.90625,10.015,76.21541666666667
Envi28102023,14.954908333333334,40.30458333333333,21.98125,6.962624999999993,6.962624999999993,0.39875,1.7505,40.30458333333333
Envi28112023,10.890520833333332,58.09041666666667,27.550833333333333,5.522499999999994,5.522499999999994,0.485,51.7949,58.09041666666667
Envi28122023,6.6183625,81.89125,35.12833333333334,0.2003749999999937,0.2003749999999937,0.45375,,81.89125
Envi29012023,4.377583333333334,69.51333333333334,31.21583333333333,,,0.787325,75.952,75.952
Envi29032023,2.4235,48.61375,24.48625,78.7734,78.7734,0.1417184999999999,21.62,78.7734
Envi29042023,3.886333333333333,54.1575,26.315,6.6258,6.6258,0.503888,81.216,81.216
