vlookup,SO2,PM10,PM2.5,8h_Avg_WHO,8h_Avg_NS,C0_8h_Avg,NO2
Ajman25122023,2.8699999999999997,64.69833333333334,17.416666666666668,15.20249999999999,15.20249999999999,3.25375,37.56
Ajman26012023,1.2562499999999999,6.6625000000000005,3.7116666666666664,20.941250000000004,20.941250000000004,1.135,30.36
Ajman26022023,1.7300000000000002,39.293749999999996,15.616666666666667,16.779999999999998,16.779999999999998,0.32999999999999996,48.23
Ajman26032023,1.9791666666666667,12.154736842105264,4.2105263157894735,41.816159999999996,41.816159999999996,0.7525,32.68
Ajman26042023,2.1754166666666666,21.855416666666667,16.559166666666666,22.89249999999999,22.89249999999999,0.30125,21.12
Ajman26052023,1.8879166666666667,,,35.69125,35.69125,1.0325,32.05
Ajman26062023,2.049583333333333,,,42.24374999999999,42.24374999999999,0.69625,12.27
Ajman26072023,2.2279166666666668,,,29.436249999999994,29.436249999999994,0.17250000000000001,6.41
Ajman26082023,3.0345833333333334,,,25.068749999999994,25.068749999999994,0.7425,38.25
Ajman26092023,5.77875,,,18.983749999999993,18.983749999999993,0.31875,36.68
Ajman26102023,1.7249999999999999,,,14.488749999999992,14.488749999999992,1.5574999999999999,22.57
Ajman26112023,2.4658333333333333,219.4283333333333,19.637083333333333,23.838749999999994,23.838749999999994,2.50625,35.31
Ajman26122023,27.9525,46.942083333333336,12.974166666666667,11.32749999999999,11.32749999999999,3.55,41.02
Ajman27012023,,,,,,,
Ajman27022023,2.106666666666667,40.46458333333333,15.09875,8.862499999999999,8.862499999999999,0.685,44.57
Ajman27032023,1.9725,,,34.576859999999996,34.576859999999996,0.6950000000000001,24.53
Ajman27042023,2.17625,23.951666666666668,16.51625,24.452499999999993,24.452499999999993,0.555,22.53
Ajman27052023,1.8804166666666668,,,44.82124999999999,44.82124999999999,0.83125,42.47
Ajman27062023,2.04,,,36.716249999999995,36.716249999999995,0.7037499999999999,6.26
Ajman27072023,2.23625,,,20.226249999999993,20.226249999999993,,10.24
Ajman27082023,3.0054166666666666,,,23.569999999999993,23.569999999999993,0.53625,49.99
Ajman27092023,5.770833333333333,,,17.852499999999992,17.852499999999992,,44.71
Ajman27102023,1.6987499999999998,,,23.74499999999999,23.74499999999999,1.54125,19.72
Ajman27112023,2.5278260869565217,129.52875,10.335833333333333,21.537499999999994,21.537499999999994,2.64875,37.67
Ajman27122023,18.6175,65.38875,16.442083333333333,13.25249999999999,13.25249999999999,3.3862500000000004,30.51
Ajman28012023,1.2766666666666666,10.007083333333332,4.09375,23.840000000000003,23.840000000000003,1.23,15.62
Ajman28022023,2.1575,33.51833333333334,13.167083333333332,7.539999999999998,7.539999999999998,0.5775,53.5
Ajman28032023,1.92875,,,37.39895999999999,37.39895999999999,0.6900000000000001,9.39
Ajman28042023,4.2316666666666665,25.214166666666667,16.6125,35.28249999999999,35.28249999999999,0.37125,39.35
Ajman28052023,1.9029166666666668,,,39.29749999999999,39.29749999999999,0.7000000000000001,40.13
Ajman28062023,2.0220833333333332,,,33.311249999999994,33.311249999999994,0.51625,9.48
Ajman28072023,2.27,,,25.577499999999993,25.577499999999993,,5.28
Ajman28082023,2.8041666666666667,,,26.297499999999992,26.297499999999992,0.18125,19.29
Ajman28092023,5.793333333333333,,,15.384999999999993,15.384999999999993,0.5925,37.73
Ajman28102023,1.73375,,,21.714999999999993,21.714999999999993,1.595,37.43
Ajman28112023,2.67375,111.25791666666667,10.34125,20.287499999999994,20.287499999999994,2.50875,34.79
Ajman28122023,2.7845833333333334,63.24416666666667,11.705,13.47124999999999,13.47124999999999,2.9312500000000004,44.19
Ajman29012023,1.6991666666666667,27.382500000000004,8.164583333333333,14.662500000000001,14.662500000000001,1.465,38.31
Ajman29032023,1.9666666666666666,15.96263157894737,7.891578947368421,99.58331999999999,99.58331999999999,0.49625,2.46
Ajman29042023,2.3249999999999997,27.75208333333333,18.140833333333333,28.696249999999992,28.696249999999992,0.5349999999999999,45.48
Ajman29052023,1.9691666666666665,,,44.412499999999994,44.412499999999994,0.9812500000000001,27.15
Ajman29062023,2.02375,,,42.735,42.735,0.755,8.22
Ajman29072023,2.274583333333333,,,18.953749999999992,18.953749999999992,0.22125,19.68
Ajman29082023,2.8554166666666667,,,39.373749999999994,39.373749999999994,0.555,6.35
Ajman29092023,5.842083333333334,,,41.68124999999999,41.68124999999999,1.55875,25.38
Ajman29102023,1.7279166666666665,,,29.40374999999999,29.40374999999999,1.7725,42.11
Ajman29112023,2.5091666666666668,100.70958333333334,9.784166666666666,17.189999999999994,17.189999999999994,2.655,33.16
Ajman29122023,2.75375,56.64458333333334,10.442916666666667,20.23874999999999,20.23874999999999,2.865,49.52
Ajman30012023,1.4525,27.070833333333336,9.934166666666666,14.16375,14.16375,1.6900000000000002,43.65
Ajman30032023,2.0091666666666668,17.300833333333333,7.120833333333334,,,0.71125,44.71
Ajman30042023,2.8175000000000003,27.867500000000003,18.1325,38.68124999999999,38.68124999999999,0.32625,37.04
Ajman30052023,1.977083333333333,,,28.024999999999995,28.024999999999995,1.0075,69.78
Ajman30062023,2.0729166666666665,,,33.724999999999994,33.724999999999994,0.9412499999999999,17.64
Ajman30072023,2.348333333333333,,,25.27249999999999,25.27249999999999,0.41250000000000003,15.09
Ajman30082023,2.7670833333333333,,,34.481249999999996,34.481249999999996,0.16625,18.21
Ajman30092023,5.78125,,,30.804999999999993,30.804999999999993,2.03,14.96
Ajman30102023,1.7545833333333334,,,21.261249999999993,21.261249999999993,1.9437499999999999,35.01
Ajman30112023,2.6,106.30583333333334,8.882083333333334,19.664999999999992,19.664999999999992,2.4274999999999998,38.32
Ajman30122023,2.8425,73.90208333333334,17.486666666666668,20.13999999999999,20.13999999999999,2.67125,50.49
Ajman31012023,1.3727272727272728,30.272173913043478,10.472173913043479,14.01875,14.01875,1.7650000000000001,51.52
Ajman31032023,2.0258333333333334,13.86625,6.085,54.503339999999994,54.503339999999994,0.71,22.22
Ajman31052023,1.97,,,24.5175,24.5175,0.85625,56.69
Ajman31072023,2.4720833333333334,,,41.21499999999999,41.21499999999999,0.5425,13.0
Ajman31082023,2.737083333333333,,,24.082499999999992,24.082499999999992,0.2175,7.62
Ajman31102023,1.8716666666666668,,,10.471249999999994,10.471249999999994,1.9387500000000002,38.76
Ajman31122023,2.7608333333333337,66.72041666666667,16.267500000000002,23.623749999999987,23.623749999999987,2.66625,48.41
Envi01012023,2.5872500000000005,64.7825,29.72583333333333,1.9632,1.9632,2.6182135,67.30399999999999
Envi01022023,2.598166666666667,48.837916666666665,24.696250000000003,,,0.37219,43.24
Envi01032023,3.8645,64.5925,29.531666666666666,16.4418,16.4418,1.1580835,1.88
Envi01042023,4.268416666666667,53.224583333333335,26.074166666666667,14.478599999999998,14.478599999999998,0.39795699999999995,30.268
Envi01052023,7.739916666666667,94.46583333333332,39.064166666666665,2.6994,2.6994,0.7171814999999999,146.26399999999998
Envi01062023,11.702666666666666,95.39875,39.114583333333336,155.09279999999998,155.09279999999998,0.2475,47.94
Envi01072023,14.027966666666666,40.16291666666667,21.77416666666667,186.8775,186.8775,0.31875,25.0996
Envi01082023,7.866408333333333,58.23875,27.58375,41.47012499999999,41.47012499999999,0.7212500000000001,24.4759
Envi01092023,22.070841666666666,57.60541666666666,27.398333333333337,20.71912499999999,20.71912499999999,0.49000000000000005,11.5833
Envi01102023,24.785473913043482,36.17458333333334,20.655416666666667,20.079124999999994,20.079124999999994,1.05375,9.5466
Envi01112023,12.363916666666666,37.84041666666666,21.225416666666668,2.8468749999999927,2.8468749999999927,0.36124999999999996,0.1383
Envi01122023,6.66345,54.687083333333334,26.515833333333333,,,0.52375,24.3913
Envi02012023,3.591583333333334,50.87875,25.3325,2.9448,2.9448,0.752969,54.52
Envi02022023,2.772833333333334,52.14875,25.72375,,,0.355012,42.676
Envi02032023,4.15925,45.25,23.552083333333332,26.7486,26.7486,0.9834404999999999,2.82
Envi02042023,3.187666666666667,61.67541666666667,28.677916666666665,73.62,73.62,0.177506,23.312
Envi02052023,6.659166666666667,74.81375,32.83583333333333,2.9448,2.9448,0.626997,127.464
Envi02062023,11.593499999999999,65.54958333333333,29.763333333333335,50.0616,50.0616,0.18875,49.256
Envi02072023,12.397874999999999,38.12083333333333,21.255416666666665,154.39625,154.39625,0.44875,32.5955
Envi02082023,7.476191666666666,65.92291666666667,30.03125,,,0.67625,25.6543
Envi02092023,22.246920833333334,76.88625,33.29666666666667,22.890249999999995,22.890249999999995,0.235,9.1284
Envi02102023,22.311037499999998,41.24375,22.260833333333334,34.174499999999995,34.174499999999995,0.385,8.7189
Envi02112023,11.1713,47.187083333333334,24.157083333333333,1.678624999999993,1.678624999999993,0.37125,2.3437
Envi02122023,9.045208333333333,60.95583333333334,28.47,0.32474999999999465,0.32474999999999465,1.08125,11.6058
Envi03012023,2.5872500000000005,43.909166666666664,23.145416666666666,,,0.8317014999999999,56.964
Envi03022023,3.1985833333333336,65.09,29.796666666666667,,,0.40940899999999997,40.044
Envi03032023,4.410333333333333,47.062083333333334,24.12,22.331400000000002,22.331400000000002,0.88753,2.4439999999999995
Envi03042023,2.379833333333334,49.85708333333333,24.98625,90.5526,90.5526,0.1588965,22.936
Envi03052023,4.312083333333334,58.89458333333334,27.657083333333333,25.0308,25.0308,0.18895799999999996,56.39999999999999
Envi03062023,11.713583333333332,51.79750000000001,25.409166666666668,80.0004,80.0004,0.11125,25.004
Envi03072023,10.491880952380953,43.16681818181818,22.888636363636365,138.63375,138.63375,0.2775,16.8626
Envi03082023,6.998225000000001,65.51833333333333,29.922916666666666,58.17912499999999,58.17912499999999,0.5900000000000001,19.5193
Envi03092023,21.299908333333335,63.71791666666667,29.36375,19.485124999999993,19.485124999999993,0.1975,10.1561
Envi03102023,21.568366666666666,44.00625,23.15625,18.911374999999992,18.911374999999992,0.5875,9.7951
Envi03112023,10.292466666666668,45.354166666666664,23.58666666666667,4.962624999999993,4.962624999999993,0.525,6.1468
Envi03122023,9.994966666666667,51.8325,25.61125,2.6977499999999948,2.6977499999999948,0.7212500000000001,30.0231
Envi04012023,2.1505833333333335,46.83208333333334,24.0625,38.2824,38.2824,0.466669,59.21999999999999
Envi04022023,2.9802500000000003,64.755,29.7,,,0.5110455,74.636
Envi04032023,5.163583333333333,49.17666666666667,24.8125,49.3254,49.3254,0.5897779999999999,2.256
Envi04042023,2.499916666666667,49.90625,24.98125,47.6076,47.6076,0.146013,14.287999999999998
Envi04052023,6.167916666666667,58.38999999999999,27.534583333333334,36.564600000000006,36.564600000000006,0.18323199999999995,37.412
Envi04062023,12.226666666666667,61.41291666666667,28.600416666666664,113.8656,113.8656,0.4575,45.872
Envi04072023,10.845458333333333,42.96333333333333,22.824583333333333,112.23112499999999,112.23112499999999,0.28500000000000003,23.4865
Envi04082023,6.375041666666667,77.5275,33.67125,28.435249999999993,28.435249999999993,0.6637500000000001,44.5919
Envi04092023,20.024108333333334,105.36500000000001,42.48416666666667,17.652624999999993,17.652624999999993,0.27125,9.9707
Envi04102023,23.49191666666667,43.06041666666667,22.852500000000003,16.36724999999999,16.36724999999999,0.61875,9.3405
Envi04112023,13.830158333333335,38.54541666666667,21.418333333333333,7.609999999999993,7.609999999999993,0.5625,6.4536
Envi04122023,10.079416666666667,54.653333333333336,26.503333333333334,0.10687499999999467,0.10687499999999467,0.75875,13.3447
Envi05012023,1.7357500000000001,70.65958333333333,31.5775,40.0002,40.0002,0.31636149999999996,25.192
Envi05022023,2.9038333333333335,66.11916666666666,30.0925,,,0.68712,93.62399999999998
Envi05032023,4.61775,52.16791666666666,25.71375,19.1412,19.1412,0.9047080000000001,4.7
Envi05042023,2.9475000000000002,49.901250000000005,24.959999999999997,35.8284,35.8284,0.20040999999999998,29.516
Envi05052023,8.558666666666667,60.11625,28.095416666666665,76.5648,76.5648,0.29775199999999996,41.35999999999999
Envi05062023,11.604416666666667,77.12708333333333,33.606249999999996,93.7428,93.7428,0.49625,66.74
Envi05072023,5.334816666666666,47.7425,24.310000000000002,80.30375,80.30375,0.3575,16.5883
Envi05082023,7.2557374999999995,99.59708333333333,40.628750000000004,64.248375,64.248375,0.415,13.8367
Envi05092023,22.9752,63.54,29.307916666666667,31.413874999999994,31.413874999999994,0.42374999999999996,10.2608
Envi05102023,23.355616666666666,41.98083333333333,22.513333333333332,14.510749999999993,14.510749999999993,0.7162499999999999,9.5233
Envi05112023,12.2357625,32.597500000000004,19.489166666666666,7.901749999999993,7.901749999999993,0.39375,3.7718
Envi05122023,7.6636375,57.75791666666667,27.434583333333332,,,0.84875,1.0098
Envi06012023,1.4191666666666667,38.385,21.381249999999998,25.0308,25.0308,0.4337445,44.744
Envi06022023,3.755333333333334,74.75208333333333,32.806666666666665,,,0.8317015,71.81599999999999
Envi06032023,4.224749999999999,57.27333333333333,27.315833333333334,6.135,6.135,1.0636044999999998,3.76
Envi06042023,3.8426666666666667,51.634166666666665,25.579583333333332,16.1964,16.1964,0.4795525,43.428
Envi06052023,9.672166666666667,59.57749999999999,28.006666666666664,129.3258,129.3258,0.31493,17.859999999999996
Envi06062023,11.68,76.98583333333333,33.54125,17.9142,17.9142,0.5175,94.376
Envi06072023,7.9393,55.257083333333334,26.488333333333333,,,0.8575,35.8802
Envi06082023,7.1102375,97.73291666666667,40.07083333333333,29.599249999999994,29.599249999999994,0.42375,30.5994
Envi06092023,22.701579166666665,65.34583333333333,29.86583333333333,24.485624999999995,24.485624999999995,0.33249999999999996,9.8165
Envi06102023,24.566804166666667,53.442499999999995,26.117499999999996,19.447874999999993,19.447874999999993,0.6287499999999999,9.6484
Envi06112023,9.990266666666667,33.315,19.689583333333335,13.528374999999993,13.528374999999993,0.3975,2.4866
Envi06122023,8.582958333333334,61.38041666666667,28.640416666666667,0.17087499999999378,0.17087499999999378,0.6262500000000001,4.1272
Envi07012023,1.5610833333333334,35.14083333333333,20.364166666666666,36.073800000000006,36.073800000000006,0.31922449999999997,33.651999999999994
Envi07022023,4.043913043478261,108.95791666666666,43.67124999999999,,,0.5826205,91.556
Envi07032023,4.3229999999999995,77.03791666666666,33.569583333333334,5.6442,5.6442,1.2038915000000001,
Envi07042023,4.410333333333333,49.709583333333335,24.95375,13.7424,13.7424,0.7672840000000001,38.916
Envi07052023,11.637166666666667,56.242916666666666,27.035416666666666,210.7986,210.7986,0.506751,36.472
Envi07062023,10.634420833333333,66.05833333333334,30.008333333333336,43.507124999999995,43.507124999999995,,63.1117
Envi07072023,9.982695833333333,109.2,43.71958333333333,,,0.52125,9.6199
Envi07082023,6.697087499999999,115.10374999999999,45.57208333333333,13.106624999999994,13.106624999999994,0.5175,39.9107
Envi07092023,21.636258333333334,78.68374999999999,34.07875,30.915499999999994,30.915499999999994,0.47125,9.8735
Envi07102023,22.511216666666666,54.56333333333333,26.428749999999997,19.974749999999993,19.974749999999993,0.55125,9.3219
Envi07112023,10.722425000000001,35.67041666666667,20.537916666666668,8.653499999999994,8.653499999999994,0.43625,3.1719
Envi07122023,7.9877666666666665,57.26583333333334,27.312916666666666,0.22024999999999467,0.22024999999999467,0.605,13.1881
Envi08012023,2.205166666666667,62.98166666666666,29.15833333333333,,,1.199597,61.1
Envi08022023,3.5370000000000004,102.60125,41.56791666666667,15.2148,15.2148,0.43231299999999995,85.53999999999999
Envi08032023,6.233416666666667,107.58083333333333,43.20583333333334,10.7976,10.7976,1.0664675,37.976
Envi08042023,5.14175,41.14791666666667,22.23,21.1044,21.1044,0.5997984999999999,42.112
Envi08052023,9.6285,61.43625,28.657916666666665,54.47880000000001,54.47880000000001,0.6570585000000001,44.368
Envi08062023,13.407954166666668,67.50791666666667,30.559583333333336,101.14225,101.14225,0.5525,51.9412
Envi08072023,14.980858333333332,208.12625,74.93708333333333,272.361,272.361,0.56125,33.1064
Envi08082023,8.176562500000001,66.23041666666667,30.008333333333336,43.30324999999999,43.30324999999999,0.44,22.979
Envi08092023,22.04222083333333,98.58708333333334,40.379583333333336,10.649374999999992,10.649374999999992,0.31625000000000003,10.1398
Envi08102023,21.772070833333334,67.75541666666666,30.652916666666666,6.782499999999993,6.782499999999993,0.47750000000000004,8.8322
Envi08112023,11.916708333333332,37.010416666666664,20.952083333333334,4.162999999999993,4.162999999999993,0.48500000000000004,8.105
Envi08122023,6.709466666666667,49.64416666666667,24.921666666666667,,,0.6525,9.4197
Envi09012023,2.0305,55.87916666666666,26.91208333333333,,,1.010639,41.548
Envi09022023,4.301166666666667,78.05041666666666,33.82541666666667,68.9574,68.9574,0.329245,52.452
Envi09032023,6.77925,97.59500000000001,40.049166666666665,2.9448,2.9448,0.7229075,48.692
Envi09042023,5.556583333333333,40.365833333333335,22.011666666666667,35.8284,35.8284,0.28200549999999996,15.604
Envi09052023,8.373083333333334,86.92916666666667,36.7,2.6994,2.6994,0.878941,54.708
Envi09062023,14.1715375,78.94833333333334,34.007083333333334,61.6875,61.6875,0.47625,55.5229
Envi09072023,16.006779166666664,185.92499999999998,67.82791666666667,57.005125,57.005125,0.48125,40.6099
Envi09082023,8.314020833333332,51.51833333333334,25.506249999999998,66.43737499999999,66.43737499999999,0.37124999999999997,19.9439
Envi09092023,20.785504166666666,75.50583333333334,33.099583333333335,11.363124999999993,11.363124999999993,0.44875,10.4455
Envi09102023,21.2131625,55.15416666666667,26.660416666666666,7.0759999999999925,7.0759999999999925,1.3375,7.4165
Envi09112023,11.516870833333334,37.46375,21.045416666666664,6.603999999999992,6.603999999999992,0.47500000000000003,3.1439
Envi09122023,7.570470833333332,53.33541666666667,26.082916666666666,0.48149999999999465,0.48149999999999465,0.5775,17.2083
Envi10012023,1.9479130434782608,83.58565217391305,35.64782608695652,,,,66.36399999999999
Envi10022023,2.6527500000000006,50.62583333333333,25.251666666666665,90.06179999999999,90.06179999999999,0.2533755,20.492
Envi10032023,5.109,59.89875,28.12875,11.7792,11.7792,0.42801849999999997,53.58
Envi10042023,6.84475,45.6525,23.67125,22.331400000000002,22.331400000000002,1.0521525,38.164
Envi10052023,5.589333333333333,85.00583333333333,36.07875,,,0.856037,119.004
Envi10062023,15.822016666666668,84.97416666666668,36.02833333333333,8.182500000000001,8.182500000000001,0.68625,84.4065
Envi10072023,10.688177272727273,147.9131818181818,55.88772727272727,56.83325000000001,56.83325000000001,0.39,23.6913
Envi10082023,7.8042541666666665,128.00625,49.61541666666667,24.567999999999994,24.567999999999994,0.45375,60.0195
Envi10092023,22.150654166666666,56.44875,27.0525,12.004874999999993,12.004874999999993,0.49874999999999997,9.196
Envi10102023,22.34272916666667,38.63375,21.438333333333333,17.582624999999993,17.582624999999993,0.6375,9.1202
Envi10112023,9.393604166666668,42.21041666666667,22.530416666666667,3.861374999999993,3.861374999999993,0.46125,6.551
Envi10122023,7.736745833333334,61.65375,28.711249999999996,,,0.8087500000000001,8.7711
Envi11012023,1.8339999999999999,40.54083333333333,22.056250000000002,53.988,53.988,0.3822105,18.424
Envi11022023,3.0675833333333338,49.92625,25.029583333333335,29.9388,29.9388,0.31493,79.71199999999999
Envi11032023,7.5325,63.17416666666667,29.21291666666667,4.908,4.908,0.561148,59.784
Envi11042023,7.194083333333334,56.62833333333333,27.142916666666665,6.135,6.135,0.6513325,31.771999999999995
Envi11052023,3.755333333333333,91.71499999999999,38.214999999999996,1.9632,1.9632,1.1409055,148.51999999999998
Envi11062023,13.6622875,68.65041666666666,30.889583333333334,123.84025,123.84025,0.55,48.6204
Envi11072023,11.014945833333334,162.93958333333333,60.56708333333333,23.312375,23.312375,0.3125,20.8811
Envi11082023,8.703095833333334,125.31,48.70875,51.99199999999999,51.99199999999999,0.60375,35.7299
Envi11092023,22.749108333333336,64.92625,29.729166666666668,22.341499999999993,22.341499999999993,0.43000000000000005,9.29
Envi11102023,21.2844375,34.07833333333333,20.024166666666666,22.935874999999992,22.935874999999992,0.65625,8.9412
Envi11112023,10.318429166666666,44.78958333333333,23.292083333333334,1.3441249999999938,1.3441249999999938,0.8512500000000001,0.0901
Envi11122023,7.171813636363637,54.869565217391305,26.539130434782606,,,0.48250000000000004,20.7056
Envi12012023,2.172416666666667,57.00208333333333,27.264583333333334,,,0.681394,62.228
Envi12022023,4.148333333333333,70.30666666666666,31.42458333333333,19.1412,19.1412,0.9490844999999999,90.428
Envi12032023,5.622083333333333,65.61833333333333,29.855416666666667,7.8528,7.8528,0.7200445,68.244
Envi12042023,5.250916666666667,69.73791666666666,31.235416666666666,10.306799999999999,10.306799999999999,0.42086099999999993,42.676
Envi12052023,3.9955000000000003,73.2725,32.362500000000004,2.454,2.454,0.8102289999999999,123.328
Envi12062023,13.325070833333333,73.54708333333333,32.30833333333333,73.110875,73.110875,0.96,53.4471
Envi12072023,9.584229166666667,147.56833333333333,55.763749999999995,20.943875000000002,20.943875000000002,0.8975,34.9875
Envi12082023,9.254245833333334,142.21958333333333,54.04,41.60237499999999,41.60237499999999,0.405,29.1255
Envi12092023,21.022875,81.48708333333333,34.94041666666667,10.373374999999994,10.373374999999994,0.45625000000000004,8.5195
Envi12102023,22.081616666666665,37.21,21.015833333333333,10.669999999999993,10.669999999999993,0.73625,9.4203
Envi12112023,11.708108333333334,37.99875,21.227083333333333,5.108874999999994,5.108874999999994,0.67375,12.063
Envi12122023,6.77613125,53.231764705882355,26.037647058823527,,,,
Envi13012023,2.2270000000000003,46.15416666666667,23.862916666666667,19.631999999999998,19.631999999999998,0.5811890000000001,55.084
Envi13022023,3.940916666666667,78.20416666666667,33.895,16.9326,16.9326,1.0979605000000001,101.896
Envi13032023,5.8295,74.45166666666667,32.685,3.681,3.681,0.6914145,43.992
Envi13042023,5.098083333333333,99.35166666666667,40.48166666666666,4.4172,4.4172,0.509614,43.804
Envi13052023,6.397166666666667,70.24916666666667,31.3875,6.6258,6.6258,0.621271,72.568
Envi13062023,14.936599999999999,87.33416666666666,36.73833333333334,97.037875,97.037875,0.86125,70.289
Envi13072023,12.183366666666666,95.66958333333334,39.25333333333334,34.003125,34.003125,0.61125,14.2463
Envi13082023,9.839258333333333,134.30958333333334,51.532916666666665,26.049624999999992,26.049624999999992,0.43749999999999994,1.0703
Envi13092023,23.63576666666667,76.30708333333334,33.27458333333333,14.399499999999994,14.399499999999994,0.49,9.6412
Envi13102023,19.800954166666667,35.93333333333333,20.535,7.575624999999993,7.575624999999993,0.7799999999999999,8.9398
Envi13112023,9.277458333333334,45.58041666666667,23.635833333333334,0.8021249999999929,0.8021249999999929,0.6975,0.2178
Envi13122023,5.523108333333333,64.22791666666667,29.5175,,,0.66625,2.7653
Envi14012023,1.8340000000000003,37.44583333333333,21.10375,45.88980000000001,45.88980000000001,0.3335395,34.028000000000006
Envi14022023,3.6352500000000005,84.06,35.765,17.6688,17.6688,0.661353,94.94
Envi14032023,5.119916666666667,49.44958333333333,24.716250000000002,25.521600000000003,25.521600000000003,0.6126820000000001,20.868
Envi14042023,5.916833333333333,80.47333333333333,34.60125,17.6688,17.6688,0.6112505,46.248
Envi14052023,7.7945,71.62166666666667,31.75791666666667,16.4418,16.4418,0.415135,68.244
Envi14062023,17.650941666666665,89.48416666666667,37.285000000000004,173.13412499999998,173.13412499999998,0.43875,67.7943
Envi14072023,10.273462499999999,111.06791666666668,44.31333333333333,48.457750000000004,48.457750000000004,0.6849999999999999,23.9182
Envi14082023,9.950941666666667,89.64208333333333,37.513333333333335,37.082375,37.082375,0.35625,1.4516
Envi14092023,24.00916666666667,59.41708333333333,27.958333333333332,20.371374999999997,20.371374999999997,0.47874999999999995,9.3577
Envi14102023,18.639754166666666,34.175000000000004,20.062083333333334,13.149374999999992,13.149374999999992,0.66,8.8686
Envi14112023,9.444866666666668,48.100833333333334,24.424166666666665,1.549249999999993,1.549249999999993,0.9025,0.5381
Envi14122023,4.551720833333333,56.73166666666666,27.12708333333333,,,0.5812499999999999,11.4017
Envi15012023,1.7466666666666668,41.54083333333333,22.37291666666667,23.803799999999995,23.803799999999995,0.526792,67.116
Envi15022023,3.908166666666667,82.27666666666667,35.23208333333333,17.178,17.178,0.8402905,80.276
Envi15032023,5.480166666666666,52.75833333333333,25.93166666666667,20.368199999999998,20.368199999999998,0.5582849999999999,28.576
Envi15042023,5.163583333333333,70.28041666666667,31.405833333333334,38.5278,38.5278,0.16462249999999998,16.168
Envi15052023,4.082833333333333,66.16041666666668,30.07166666666667,21.1044,21.1044,0.5153399999999999,108.664
Envi15062023,19.685058333333334,82.165,35.09708333333334,142.10875,142.10875,0.14875,12.4316
Envi15072023,11.615908333333332,108.47208333333333,43.45166666666666,23.133750000000003,23.133750000000003,0.4525,33.6859
Envi15082023,11.815929166666665,88.08375000000001,36.985,30.463624999999993,30.463624999999993,0.47,0.6764
Envi15092023,23.973279166666668,59.36625,27.91333333333333,30.252374999999997,30.252374999999997,0.42625,9.1965
Envi15102023,16.871025,41.8775,22.50875,,,,8.9957
Envi15112023,8.333936363636363,50.14086956521739,24.993478260869566,1.351749999999993,1.351749999999993,0.4825,9.5425
Envi15122023,2.615675,38.26125,21.30875,41.69087499999999,41.69087499999999,0.29874999999999996,19.3647
Envi16012023,2.3798333333333335,50.79125,25.300833333333333,,,1.4100274999999998,72.38
Envi16022023,4.857916666666667,74.71291666666667,32.812916666666666,16.4418,16.4418,0.867489,78.02000000000001
Envi16032023,7.314166666666666,52.522083333333335,25.82541666666667,7.6074,7.6074,0.549696,30.456
Envi16042023,4.082833333333333,51.99208333333333,25.68166666666667,27.239400000000003,27.239400000000003,0.22904,28.576
Envi16052023,4.94525,54.91916666666666,26.522499999999997,40.00020000000001,40.00020000000001,0.41227199999999997,52.828
Envi16062023,17.741841666666666,107.38791666666667,42.79624999999999,242.411625,242.411625,0.44875,37.97
Envi16072023,12.024775,107.00041666666668,42.945,18.992375000000003,18.992375000000003,0.475,31.8993
Envi16082023,10.135579166666666,103.37708333333335,41.86375,11.094499999999993,11.094499999999993,0.25625,0.7608
Envi16092023,23.3411,57.194583333333334,27.293333333333333,32.88437499999999,32.88437499999999,0.28125,9.264
Envi16102023,16.657856250000002,40.660624999999996,22.03125,,,,
Envi16112023,3.900275,36.8075,20.815416666666668,13.120249999999992,13.120249999999992,,47.9113
Envi16122023,7.478916666666667,54.527499999999996,26.4575,0.4814999999999929,0.4814999999999929,0.5775,17.2083
Envi17012023,4.932434782608696,60.906666666666666,28.491666666666664,,,0.844585,69.748
Envi17022023,3.5588333333333337,81.55916666666667,34.88666666666666,17.4234,17.4234,1.37424,71.628
Envi17032023,5.305499999999999,58.142083333333325,27.54125,40.0002,40.0002,0.306341,22.56
Envi17042023,4.3885,41.76625,22.41,66.5034,66.5034,0.12024599999999998,18.424
Envi17052023,11.56075,47.77916666666667,24.30458333333333,40.491,40.491,0.406546,21.244
Envi17062023,15.449975,72.71458333333334,32.049166666666665,130.620375,130.620375,0.34125,48.8944
Envi17072023,13.263300000000001,85.86874999999999,36.18541666666667,29.13425,29.13425,0.8025,37.7545
Envi17082023,11.389608333333333,142.61333333333332,54.267500000000005,14.924374999999992,14.924374999999992,0.06375,39.3542
Envi17092023,23.035375000000002,54.419999999999995,26.37875,43.310874999999996,43.310874999999996,0.375,9.4728
Envi17102023,16.034604166666664,54.567499999999995,26.492500000000003,13.405624999999993,13.405624999999993,0.49124999999999996,8.5943
Envi17112023,6.764958333333333,36.03458333333334,20.657500000000002,22.388624999999994,22.388624999999994,,47.4311
Envi17122023,8.946991304347826,60.21826086956521,28.23652173913044,0.3247499999999929,0.3247499999999929,1.08125,11.6058
Envi18012023,2.5435833333333338,50.10041666666667,25.02125,22.822200000000002,22.822200000000002,0.6499010000000001,77.644
Envi18022023,3.624333333333334,74.39916666666666,32.72708333333333,38.7732,38.7732,0.42372400000000005,34.96799999999999
Envi18032023,5.0216666666666665,50.06375,24.988333333333333,10.0614,10.0614,0.2791425,16.919999999999998
