vlookup,Lower Ambient Temperature,Upper Ambient Temperature,Barometric Pressure,Relative Humidity,Wind Direction,Wind Speed,H2S,Toluene,O-Xylene,Ethylbenzene,MP-Xylene,Benzene,CH4,NMHC,THC,Noise,Solar Radiation,Atm P.
Deira12122023,,,,,,,,,,,,,,,,,,
Deira13012023,,,,,,,,,,,,,,,,,,
Deira13022023,,,,,,,,,,,,,,,,,,
Deira13032023,,,,,,,,,,,,,,,,,,
Deira13042023,,,,,,,,,,,,,,,,,,
Deira13052023,,,,,,,,,,,,,,,,,,
Deira13062023,,,,,,,,,,,,,,,,,,
Deira13072023,,,,,,,,,,,,,,,,,,
Deira13082023,,,,,,,,,,,,,,,,,,
Deira13092023,,,,,,,,,,,,,,,,,,
Deira13102023,,,,,,,,,,,,,,,,,,
Deira13112023,,,,,,,,,,,,,,,,,,
Deira13122023,,,,,,,,,,,,,,,,,,
Deira14012023,,,,,,,,,,,,,,,,,,
Deira14022023,,,,,,,,,,,,,,,,,,
Deira14032023,,,,,,,,,,,,,,,,,,
Deira14042023,,,,,,,,,,,,,,,,,,
Deira14052023,,,,,,,,,,,,,,,,,,
Deira14062023,,,,,,,,,,,,,,,,,,
Deira14072023,,,,,,,,,,,,,,,,,,
Deira14082023,,,,,,,,,,,,,,,,,,
Deira14092023,,,,,,,,,,,,,,,,,,
Deira14102023,,,,,,,,,,,,,,,,,,
Deira14112023,,,,,,,,,,,,,,,,,,
Deira14122023,,,,,,,,,,,,,,,,,,
Deira15012023,,,,,,,,,,,,,,,,,,
Deira15022023,,,,,,,,,,,,,,,,,,
Deira15032023,,,,,,,,,,,,,,,,,,
Deira15042023,,,,,,,,,,,,,,,,,,
Deira15052023,,,,,,,,,,,,,,,,,,
Deira15062023,,,,,,,,,,,,,,,,,,
Deira15072023,,,,,,,,,,,,,,,,,,
Deira15082023,,,,,,,,,,,,,,,,,,
Deira15092023,,,,,,,,,,,,,,,,,,
Deira15102023,,,,,,,,,,,,,,,,,,
Deira15112023,,,,,,,,,,,,,,,,,,
Deira15122023,,,,,,,,,,,,,,,,,,
Deira16012023,,,,,,,,,,,,,,,,,,
Deira16022023,,,,,,,,,,,,,,,,,,
Deira16032023,,,,,,,,,,,,,,,,,,
Deira16042023,,,,,,,,,,,,,,,,,,
Deira16052023,,,,,,,,,,,,,,,,,,
Deira16062023,,,,,,,,,,,,,,,,,,
Deira16072023,,,,,,,,,,,,,,,,,,
Deira16082023,,,,,,,,,,,,,,,,,,
Deira16092023,,,,,,,,,,,,,,,,,,
Deira16102023,,,,,,,,,,,,,,,,,,
Deira16112023,,,,,,,,,,,,,,,,,,
Deira16122023,,,,,,,,,,,,,,,,,,
Deira17012023,,,,,,,,,,,,,,,,,,
Deira17022023,,,,,,,,,,,,,,,,,,
Deira17032023,,,,,,,,,,,,,,,,,,
Deira17042023,,,,,,,,,,,,,,,,,,
Deira17052023,,,,,,,,,,,,,,,,,,
Deira17062023,,,,,,,,,,,,,,,,,,
Deira17072023,,,,,,,,,,,,,,,,,,
Deira17082023,,,,,,,,,,,,,,,,,,
Deira17092023,,,,,,,,,,,,,,,,,,
Deira17102023,,,,,,,,,,,,,,,,,,
Deira17112023,,,,,,,,,,,,,,,,,,
Deira17122023,,,,,,,,,,,,,,,,,,
Deira18012023,,,,,,,,,,,,,,,,,,
Deira18022023,,,,,,,,,,,,,,,,,,
Deira18032023,,,,,,,,,,,,,,,,,,
Deira18042023,,,,,,,,,,,,,,,,,,
Deira18052023,,,,,,,,,,,,,,,,,,
Deira18062023,,,,,,,,,,,,,,,,,,
Deira18072023,,,,,,,,,,,,,,,,,,
Deira18082023,,,,,,,,,,,,,,,,,,
Deira18092023,,,,,,,,,,,,,,,,,,
Deira18102023,,,,,,,,,,,,,,,,,,
Deira18112023,,,,,,,,,,,,,,,,,,
Deira18122023,,,,,,,,,,,,,,,,,,
Deira19012023,,,,,,,,,,,,,,,,,,
Deira19022023,,,,,,,,,,,,,,,,,,
Deira19032023,,,,,,,,,,,,,,,,,,
Deira19042023,,,,,,,,,,,,,,,,,,
Deira19052023,,,,,,,,,,,,,,,,,,
Deira19062023,,,,,,,,,,,,,,,,,,
Deira19072023,,,,,,,,,,,,,,,,,,
Deira19082023,,,,,,,,,,,,,,,,,,
Deira19092023,,,,,,,,,,,,,,,,,,
Deira19102023,,,,,,,,,,,,,,,,,,
Deira19112023,,,,,,,,,,,,,,,,,,
Deira19122023,,,,,,,,,,,,,,,,,,
Deira20012023,,,,,,,,,,,,,,,,,,
Deira20022023,,,,,,,,,,,,,,,,,,
Deira20032023,,,,,,,,,,,,,,,,,,
Deira20042023,,,,,,,,,,,,,,,,,,
Deira20052023,,,,,,,,,,,,,,,,,,
Deira20062023,,,,,,,,,,,,,,,,,,
Deira20072023,,,,,,,,,,,,,,,,,,
Deira20082023,,,,,,,,,,,,,,,,,,
Deira20092023,,,,,,,,,,,,,,,,,,
Deira20102023,,,,,,,,,,,,,,,,,,
Deira20112023,,,,,,,,,,,,,,,,,,
Deira20122023,,,,,,,,,,,,,,,,,,
Deira21012023,,,,,,,,,,,,,,,,,,
Deira21022023,,,,,,,,,,,,,,,,,,
Deira21032023,,,,,,,,,,,,,,,,,,
Deira21042023,,,,,,,,,,,,,,,,,,
Deira21052023,,,,,,,,,,,,,,,,,,
Deira21062023,,,,,,,,,,,,,,,,,,
Deira21072023,,,,,,,,,,,,,,,,,,
Deira21082023,,,,,,,,,,,,,,,,,,
Deira21092023,,,,,,,,,,,,,,,,,,
Deira21102023,,,,,,,,,,,,,,,,,,
Deira21112023,,,,,,,,,,,,,,,,,,
Deira21122023,,,,,,,,,,,,,,,,,,
Deira22012023,,,,,,,,,,,,,,,,,,
Deira22022023,,,,,,,,,,,,,,,,,,
Deira22032023,,,,,,,,,,,,,,,,,,
Deira22042023,,,,,,,,,,,,,,,,,,
Deira22052023,,,,,,,,,,,,,,,,,,
Deira22062023,,,,,,,,,,,,,,,,,,
Deira22072023,,,,,,,,,,,,,,,,,,
Deira22082023,,,,,,,,,,,,,,,,,,
Deira22092023,,,,,,,,,,,,,,,,,,
Deira22102023,,,,,,,,,,,,,,,,,,
Deira22112023,,,,,,,,,,,,,,,,,,
Deira22122023,,,,,,,,,,,,,,,,,,
Deira23012023,,,,,,,,,,,,,,,,,,
Deira23022023,,,,,,,,,,,,,,,,,,
Deira23032023,,,,,,,,,,,,,,,,,,
Deira23042023,,,,,,,,,,,,,,,,,,
Deira23052023,,,,,,,,,,,,,,,,,,
Deira23062023,,,,,,,,,,,,,,,,,,
Deira23072023,,,,,,,,,,,,,,,,,,
Deira23082023,,,,,,,,,,,,,,,,,,
Deira23092023,,,,,,,,,,,,,,,,,,
Deira23102023,,,,,,,,,,,,,,,,,,
Deira23112023,,,,,,,,,,,,,,,,,,
Deira23122023,,,,,,,,,,,,,,,,,,
Deira24012023,,,,,,,,,,,,,,,,,,
Deira24022023,,,,,,,,,,,,,,,,,,
Deira24032023,,,,,,,,,,,,,,,,,,
Deira24042023,,,,,,,,,,,,,,,,,,
Deira24052023,,,,,,,,,,,,,,,,,,
Deira24062023,,,,,,,,,,,,,,,,,,
Deira24072023,,,,,,,,,,,,,,,,,,
Deira24082023,,,,,,,,,,,,,,,,,,
Deira24092023,,,,,,,,,,,,,,,,,,
Deira24102023,,,,,,,,,,,,,,,,,,
Deira24112023,,,,,,,,,,,,,,,,,,
Deira24122023,,,,,,,,,,,,,,,,,,
Deira25012023,,,,,,,,,,,,,,,,,,
Deira25022023,,,,,,,,,,,,,,,,,,
Deira25032023,,,,,,,,,,,,,,,,,,
Deira25042023,,,,,,,,,,,,,,,,,,
Deira25052023,,,,,,,,,,,,,,,,,,
Deira25062023,,,,,,,,,,,,,,,,,,
Deira25072023,,,,,,,,,,,,,,,,,,
Deira25082023,,,,,,,,,,,,,,,,,,
Deira25092023,,,,,,,,,,,,,,,,,,
Deira25102023,,,,,,,,,,,,,,,,,,
Deira25112023,,,,,,,,,,,,,,,,,,
Deira25122023,,,,,,,,,,,,,,,,,,
Deira26012023,,,,,,,,,,,,,,,,,,
Deira26022023,,,,,,,,,,,,,,,,,,
Deira26032023,,,,,,,,,,,,,,,,,,
Deira26042023,,,,,,,,,,,,,,,,,,
Deira26052023,,,,,,,,,,,,,,,,,,
Deira26062023,,,,,,,,,,,,,,,,,,
Deira26072023,,,,,,,,,,,,,,,,,,
Deira26082023,,,,,,,,,,,,,,,,,,
Deira26092023,,,,,,,,,,,,,,,,,,
Deira26102023,,,,,,,,,,,,,,,,,,
Deira26112023,,,,,,,,,,,,,,,,,,
Deira26122023,,,,,,,,,,,,,,,,,,
Deira27012023,,,,,,,,,,,,,,,,,,
Deira27022023,,,,,,,,,,,,,,,,,,
Deira27032023,,,,,,,,,,,,,,,,,,
Deira27042023,,,,,,,,,,,,,,,,,,
Deira27052023,,,,,,,,,,,,,,,,,,
Deira27062023,,,,,,,,,,,,,,,,,,
Deira27072023,,,,,,,,,,,,,,,,,,
Deira27082023,,,,,,,,,,,,,,,,,,
Deira27092023,,,,,,,,,,,,,,,,,,
Deira27102023,,,,,,,,,,,,,,,,,,
Deira27112023,,,,,,,,,,,,,,,,,,
Deira27122023,,,,,,,,,,,,,,,,,,
Deira28012023,,,,,,,,,,,,,,,,,,
Deira28022023,,,,,,,,,,,,,,,,,,
Deira28032023,,,,,,,,,,,,,,,,,,
Deira28042023,,,,,,,,,,,,,,,,,,
Deira28052023,,,,,,,,,,,,,,,,,,
Deira28062023,,,,,,,,,,,,,,,,,,
Deira28072023,,,,,,,,,,,,,,,,,,
Deira28082023,,,,,,,,,,,,,,,,,,
Deira28092023,,,,,,,,,,,,,,,,,,
Deira28102023,,,,,,,,,,,,,,,,,,
Deira28112023,,,,,,,,,,,,,,,,,,
Deira28122023,,,,,,,,,,,,,,,,,,
Deira29012023,,,,,,,,,,,,,,,,,,
Deira29032023,,,,,,,,,,,,,,,,,,
Deira29042023,,,,,,,,,,,,,,,,,,
Deira29052023,,,,,,,,,,,,,,,,,,
Deira29062023,,,,,,,,,,,,,,,,,,
Deira29072023,,,,,,,,,,,,,,,,,,
Deira29082023,,,,,,,,,,,,,,,,,,
Deira29092023,,,,,,,,,,,,,,,,,,
Deira29102023,,,,,,,,,,,,,,,,,,
Deira29112023,,,,,,,,,,,,,,,,,,
Deira29122023,,,,,,,,,,,,,,,,,,
Deira30012023,,,,,,,,,,,,,,,,,,
Deira30032023,,,,,,,,,,,,,,,,,,
Deira30042023,,,,,,,,,,,,,,,,,,
Deira30052023,,,,,,,,,,,,,,,,,,
Deira30062023,,,,,,,,,,,,,,,,,,
Deira30072023,,,,,,,,,,,,,,,,,,
Deira30082023,,,,,,,,,,,,,,,,,,
Deira30092023,,,,,,,,,,,,,,,,,,
Deira30102023,,,,,,,,,,,,,,,,,,
Deira30112023,,,,,,,,,,,,,,,,,,
Deira30122023,,,,,,,,,,,,,,,,,,
Deira31012023,,,,,,,,,,,,,,,,,,
Deira31032023,,,,,,,,,,,,,,,,,,
Deira31052023,,,,,,,,,,,,,,,,,,
Deira31072023,,,,,,,,,,,,,,,,,,
Deira31082023,,,,,,,,,,,,,,,,,,
Deira31102023,,,,,,,,,,,,,,,,,,
Deira31122023,,,,,,,,,,,,,,,,,,
Emira01012023,,,,,,,,,,,,,,,,,,
Emira01022023,,,,,,,,,,,,,,,,,,
Emira01032023,,,,,,,,,,,,,,,,,,
Emira01042023,,,,,,,,,,,,,,,,,,
Emira01052023,,,,,,,,,,,,,,,,,,
Emira01062023,,,,,,,,,,,,,,,,,,
Emira01072023,,,,,,,,,,,,,,,,,,
Emira01082023,,,,,,,,,,,,,,,,,,
Emira01092023,,,,,,,,,,,,,,,,,,
Emira01102023,,,,,,,,,,,,,,,,,,
Emira01112023,,,,,,,,,,,,,,,,,,
Emira01122023,,,,,,,,,,,,,,,,,,
Emira02012023,,,,,,,,,,,,,,,,,,
Emira02022023,,,,,,,,,,,,,,,,,,
Emira02032023,,,,,,,,,,,,,,,,,,
Emira02042023,,,,,,,,,,,,,,,,,,
Emira02052023,,,,,,,,,,,,,,,,,,
Emira02062023,,,,,,,,,,,,,,,,,,
Emira02072023,,,,,,,,,,,,,,,,,,
Emira02082023,,,,,,,,,,,,,,,,,,
Emira02092023,,,,,,,,,,,,,,,,,,
Emira02102023,,,,,,,,,,,,,,,,,,
Emira02112023,,,,,,,,,,,,,,,,,,
Emira02122023,,,,,,,,,,,,,,,,,,
Emira03012023,,,,,,,,,,,,,,,,,,
Emira03022023,,,,,,,,,,,,,,,,,,
Emira03032023,,,,,,,,,,,,,,,,,,
Emira03042023,,,,,,,,,,,,,,,,,,
Emira03052023,,,,,,,,,,,,,,,,,,
Emira03062023,,,,,,,,,,,,,,,,,,
Emira03072023,,,,,,,,,,,,,,,,,,
Emira03082023,,,,,,,,,,,,,,,,,,
Emira03092023,,,,,,,,,,,,,,,,,,
Emira03102023,,,,,,,,,,,,,,,,,,
Emira03112023,,,,,,,,,,,,,,,,,,
Emira03122023,,,,,,,,,,,,,,,,,,
Emira04012023,,,,,,,,,,,,,,,,,,
Emira04022023,,,,,,,,,,,,,,,,,,
Emira04032023,,,,,,,,,,,,,,,,,,
Emira04042023,,,,,,,,,,,,,,,,,,
Emira04052023,,,,,,,,,,,,,,,,,,
Emira04062023,,,,,,,,,,,,,,,,,,
Emira04072023,,,,,,,,,,,,,,,,,,
Emira04082023,,,,,,,,,,,,,,,,,,
Emira04092023,,,,,,,,,,,,,,,,,,
Emira04102023,,,,,,,,,,,,,,,,,,
Emira04112023,,,,,,,,,,,,,,,,,,
Emira04122023,,,,,,,,,,,,,,,,,,
Emira05012023,,,,,,,,,,,,,,,,,,
Emira05022023,,,,,,,,,,,,,,,,,,
Emira05032023,,,,,,,,,,,,,,,,,,
Emira05042023,,,,,,,,,,,,,,,,,,
Emira05052023,,,,,,,,,,,,,,,,,,
Emira05062023,,,,,,,,,,,,,,,,,,
Emira05072023,,,,,,,,,,,,,,,,,,
Emira05082023,,,,,,,,,,,,,,,,,,
Emira05092023,,,,,,,,,,,,,,,,,,
Emira05102023,,,,,,,,,,,,,,,,,,
Emira05112023,,,,,,,,,,,,,,,,,,
Emira05122023,,,,,,,,,,,,,,,,,,
Emira06012023,,,,,,,,,,,,,,,,,,
Emira06022023,,,,,,,,,,,,,,,,,,
Emira06032023,,,,,,,,,,,,,,,,,,
Emira06042023,,,,,,,,,,,,,,,,,,
Emira06052023,,,,,,,,,,,,,,,,,,
Emira06062023,,,,,,,,,,,,,,,,,,
Emira06072023,,,,,,,,,,,,,,,,,,
Emira06082023,,,,,,,,,,,,,,,,,,
Emira06092023,,,,,,,,,,,,,,,,,,
Emira06102023,,,,,,,,,,,,,,,,,,
Emira06112023,,,,,,,,,,,,,,,,,,
Emira06122023,,,,,,,,,,,,,,,,,,
Emira07012023,,,,,,,,,,,,,,,,,,
Emira07022023,,,,,,,,,,,,,,,,,,
Emira07032023,,,,,,,,,,,,,,,,,,
Emira07042023,,,,,,,,,,,,,,,,,,
Emira07052023,,,,,,,,,,,,,,,,,,
Emira07062023,,,,,,,,,,,,,,,,,,
Emira07072023,,,,,,,,,,,,,,,,,,
Emira07082023,,,,,,,,,,,,,,,,,,
Emira07092023,,,,,,,,,,,,,,,,,,
Emira07102023,,,,,,,,,,,,,,,,,,
Emira07112023,,,,,,,,,,,,,,,,,,
Emira07122023,,,,,,,,,,,,,,,,,,
Emira08012023,,,,,,,,,,,,,,,,,,
Emira08022023,,,,,,,,,,,,,,,,,,
Emira08032023,,,,,,,,,,,,,,,,,,
Emira08042023,,,,,,,,,,,,,,,,,,
Emira08052023,,,,,,,,,,,,,,,,,,
Emira08062023,,,,,,,,,,,,,,,,,,
Emira08072023,,,,,,,,,,,,,,,,,,
Emira08082023,,,,,,,,,,,,,,,,,,
Emira08092023,,,,,,,,,,,,,,,,,,
Emira08102023,,,,,,,,,,,,,,,,,,
Emira08112023,,,,,,,,,,,,,,,,,,
Emira08122023,,,,,,,,,,,,,,,,,,
Emira09012023,,,,,,,,,,,,,,,,,,
Emira09022023,,,,,,,,,,,,,,,,,,
Emira09032023,,,,,,,,,,,,,,,,,,
Emira09042023,,,,,,,,,,,,,,,,,,
Emira09052023,,,,,,,,,,,,,,,,,,
Emira09062023,,,,,,,,,,,,,,,,,,
Emira09072023,,,,,,,,,,,,,,,,,,
Emira09082023,,,,,,,,,,,,,,,,,,
Emira09092023,,,,,,,,,,,,,,,,,,
Emira09102023,,,,,,,,,,,,,,,,,,
Emira09112023,,,,,,,,,,,,,,,,,,
Emira09122023,,,,,,,,,,,,,,,,,,
Emira10012023,,,,,,,,,,,,,,,,,,
Emira10022023,,,,,,,,,,,,,,,,,,
Emira10032023,,,,,,,,,,,,,,,,,,
Emira10042023,,,,,,,,,,,,,,,,,,
Emira10052023,,,,,,,,,,,,,,,,,,
Emira10062023,,,,,,,,,,,,,,,,,,
Emira10072023,,,,,,,,,,,,,,,,,,
Emira10082023,,,,,,,,,,,,,,,,,,
Emira10092023,,,,,,,,,,,,,,,,,,
Emira10102023,,,,,,,,,,,,,,,,,,
Emira10112023,,,,,,,,,,,,,,,,,,
Emira10122023,,,,,,,,,,,,,,,,,,
Emira11012023,,,,,,,,,,,,,,,,,,
Emira11022023,,,,,,,,,,,,,,,,,,
Emira11032023,,,,,,,,,,,,,,,,,,
Emira11042023,,,,,,,,,,,,,,,,,,
Emira11052023,,,,,,,,,,,,,,,,,,
Emira11062023,,,,,,,,,,,,,,,,,,
Emira11072023,,,,,,,,,,,,,,,,,,
Emira11082023,,,,,,,,,,,,,,,,,,
Emira11092023,,,,,,,,,,,,,,,,,,
Emira11102023,,,,,,,,,,,,,,,,,,
Emira11112023,,,,,,,,,,,,,,,,,,
Emira11122023,,,,,,,,,,,,,,,,,,
Emira12012023,,,,,,,,,,,,,,,,,,
Emira12022023,,,,,,,,,,,,,,,,,,
Emira12032023,,,,,,,,,,,,,,,,,,
Emira12042023,,,,,,,,,,,,,,,,,,
Emira12052023,,,,,,,,,,,,,,,,,,
Emira12062023,,,,,,,,,,,,,,,,,,
Emira12072023,,,,,,,,,,,,,,,,,,
Emira12082023,,,,,,,,,,,,,,,,,,
Emira12092023,,,,,,,,,,,,,,,,,,
Emira12102023,,,,,,,,,,,,,,,,,,
Emira12112023,,,,,,,,,,,,,,,,,,
Emira12122023,,,,,,,,,,,,,,,,,,
Emira13012023,,,,,,,,,,,,,,,,,,
Emira13022023,,,,,,,,,,,,,,,,,,
Emira13032023,,,,,,,,,,,,,,,,,,
Emira13042023,,,,,,,,,,,,,,,,,,
Emira13052023,,,,,,,,,,,,,,,,,,
Emira13062023,,,,,,,,,,,,,,,,,,
Emira13072023,,,,,,,,,,,,,,,,,,
Emira13082023,,,,,,,,,,,,,,,,,,
Emira13092023,,,,,,,,,,,,,,,,,,
Emira13102023,,,,,,,,,,,,,,,,,,
Emira13112023,,,,,,,,,,,,,,,,,,
Emira13122023,,,,,,,,,,,,,,,,,,
Emira14012023,,,,,,,,,,,,,,,,,,
Emira14022023,,,,,,,,,,,,,,,,,,
Emira14032023,,,,,,,,,,,,,,,,,,
Emira14042023,,,,,,,,,,,,,,,,,,
Emira14052023,,,,,,,,,,,,,,,,,,
Emira14062023,,,,,,,,,,,,,,,,,,
Emira14072023,,,,,,,,,,,,,,,,,,
Emira14082023,,,,,,,,,,,,,,,,,,
Emira14092023,,,,,,,,,,,,,,,,,,
Emira14102023,,,,,,,,,,,,,,,,,,
Emira14112023,,,,,,,,,,,,,,,,,,
Emira14122023,,,,,,,,,,,,,,,,,,
Emira15012023,,,,,,,,,,,,,,,,,,
Emira15022023,,,,,,,,,,,,,,,,,,
Emira15032023,,,,,,,,,,,,,,,,,,
Emira15042023,,,,,,,,,,,,,,,,,,
Emira15052023,,,,,,,,,,,,,,,,,,
Emira15062023,,,,,,,,,,,,,,,,,,
Emira15072023,,,,,,,,,,,,,,,,,,
Emira15082023,,,,,,,,,,,,,,,,,,
Emira15092023,,,,,,,,,,,,,,,,,,
Emira15102023,,,,,,,,,,,,,,,,,,
Emira15112023,,,,,,,,,,,,,,,,,,
Emira15122023,,,,,,,,,,,,,,,,,,
Emira16012023,,,,,,,,,,,,,,,,,,
Emira16022023,,,,,,,,,,,,,,,,,,
Emira16032023,,,,,,,,,,,,,,,,,,
Emira16042023,,,,,,,,,,,,,,,,,,
Emira16052023,,,,,,,,,,,,,,,,,,
Emira16062023,,,,,,,,,,,,,,,,,,
Emira16072023,,,,,,,,,,,,,,,,,,
Emira16082023,,,,,,,,,,,,,,,,,,
Emira16092023,,,,,,,,,,,,,,,,,,
Emira16102023,,,,,,,,,,,,,,,,,,
Emira16112023,,,,,,,,,,,,,,,,,,
Emira16122023,,,,,,,,,,,,,,,,,,
Emira17012023,,,,,,,,,,,,,,,,,,
Emira17022023,,,,,,,,,,,,,,,,,,
Emira17032023,,,,,,,,,,,,,,,,,,
Emira17042023,,,,,,,,,,,,,,,,,,
Emira17052023,,,,,,,,,,,,,,,,,,
Emira17062023,,,,,,,,,,,,,,,,,,
Emira17072023,,,,,,,,,,,,,,,,,,
Emira17082023,,,,,,,,,,,,,,,,,,
Emira17092023,,,,,,,,,,,,,,,,,,
Emira17102023,,,,,,,,,,,,,,,,,,
Emira17112023,,,,,,,,,,,,,,,,,,
Emira17122023,,,,,,,,,,,,,,,,,,
Emira18012023,,,,,,,,,,,,,,,,,,
Emira18022023,,,,,,,,,,,,,,,,,,
Emira18032023,,,,,,,,,,,,,,,,,,
Emira18042023,,,,,,,,,,,,,,,,,,
Emira18052023,,,,,,,,,,,,,,,,,,
Emira18062023,,,,,,,,,,,,,,,,,,
Emira18072023,,,,,,,,,,,,,,,,,,
Emira18082023,,,,,,,,,,,,,,,,,,
Emira18092023,,,,,,,,,,,,,,,,,,
Emira18102023,,,,,,,,,,,,,,,,,,
Emira18112023,,,,,,,,,,,,,,,,,,
Emira18122023,,,,,,,,,,,,,,,,,,
Emira19012023,,,,,,,,,,,,,,,,,,
Emira19022023,,,,,,,,,,,,,,,,,,
Emira19032023,,,,,,,,,,,,,,,,,,
Emira19042023,,,,,,,,,,,,,,,,,,
Emira19052023,,,,,,,,,,,,,,,,,,
Emira19062023,,,,,,,,,,,,,,,,,,
Emira19072023,,,,,,,,,,,,,,,,,,
Emira19082023,,,,,,,,,,,,,,,,,,
Emira19092023,,,,,,,,,,,,,,,,,,
Emira19102023,,,,,,,,,,,,,,,,,,
Emira19112023,,,,,,,,,,,,,,,,,,
Emira19122023,,,,,,,,,,,,,,,,,,
Emira20012023,,,,,,,,,,,,,,,,,,
Emira20022023,,,,,,,,,,,,,,,,,,
Emira20032023,,,,,,,,,,,,,,,,,,
Emira20042023,,,,,,,,,,,,,,,,,,
Emira20052023,,,,,,,,,,,,,,,,,,
Emira20062023,,,,,,,,,,,,,,,,,,
Emira20072023,,,,,,,,,,,,,,,,,,
Emira20082023,,,,,,,,,,,,,,,,,,
Emira20092023,,,,,,,,,,,,,,,,,,
Emira20102023,,,,,,,,,,,,,,,,,,
Emira20112023,,,,,,,,,,,,,,,,,,
Emira20122023,,,,,,,,,,,,,,,,,,
Emira21012023,,,,,,,,,,,,,,,,,,
Emira21022023,,,,,,,,,,,,,,,,,,
Emira21032023,,,,,,,,,,,,,,,,,,
Emira21042023,,,,,,,,,,,,,,,,,,
Emira21052023,,,,,,,,,,,,,,,,,,
Emira21062023,,,,,,,,,,,,,,,,,,
Emira21072023,,,,,,,,,,,,,,,,,,
Emira21082023,,,,,,,,,,,,,,,,,,
Emira21092023,,,,,,,,,,,,,,,,,,
Emira21102023,,,,,,,,,,,,,,,,,,
Emira21112023,,,,,,,,,,,,,,,,,,
Emira21122023,,,,,,,,,,,,,,,,,,
Emira22012023,,,,,,,,,,,,,,,,,,
Emira22022023,,,,,,,,,,,,,,,,,,
Emira22032023,,,,,,,,,,,,,,,,,,
Emira22042023,,,,,,,,,,,,,,,,,,
Emira22052023,,,,,,,,,,,,,,,,,,
Emira22062023,,,,,,,,,,,,,,,,,,
Emira22072023,,,,,,,,,,,,,,,,,,
Emira22082023,,,,,,,,,,,,,,,,,,
Emira22092023,,,,,,,,,,,,,,,,,,
Emira22102023,,,,,,,,,,,,,,,,,,
Emira22112023,,,,,,,,,,,,,,,,,,
Emira22122023,,,,,,,,,,,,,,,,,,
Emira23012023,,,,,,,,,,,,,,,,,,
Emira23022023,,,,,,,,,,,,,,,,,,
Emira23032023,,,,,,,,,,,,,,,,,,
Emira23042023,,,,,,,,,,,,,,,,,,
Emira23052023,,,,,,,,,,,,,,,,,,
Emira23062023,,,,,,,,,,,,,,,,,,
Emira23072023,,,,,,,,,,,,,,,,,,
Emira23082023,,,,,,,,,,,,,,,,,,
Emira23092023,,,,,,,,,,,,,,,,,,
Emira23102023,,,,,,,,,,,,,,,,,,
Emira23112023,,,,,,,,,,,,,,,,,,
Emira23122023,,,,,,,,,,,,,,,,,,
Emira24012023,,,,,,,,,,,,,,,,,,
Emira24022023,,,,,,,,,,,,,,,,,,
Emira24032023,,,,,,,,,,,,,,,,,,
Emira24042023,,,,,,,,,,,,,,,,,,
Emira24052023,,,,,,,,,,,,,,,,,,
Emira24062023,,,,,,,,,,,,,,,,,,
Emira24072023,,,,,,,,,,,,,,,,,,
Emira24082023,,,,,,,,,,,,,,,,,,
Emira24092023,,,,,,,,,,,,,,,,,,
Emira24102023,,,,,,,,,,,,,,,,,,
Emira24112023,,,,,,,,,,,,,,,,,,
Emira24122023,,,,,,,,,,,,,,,,,,
Emira25012023,,,,,,,,,,,,,,,,,,
Emira25022023,,,,,,,,,,,,,,,,,,
Emira25032023,,,,,,,,,,,,,,,,,,
Emira25042023,,,,,,,,,,,,,,,,,,
Emira25052023,,,,,,,,,,,,,,,,,,
Emira25062023,,,,,,,,,,,,,,,,,,
Emira25072023,,,,,,,,,,,,,,,,,,
Emira25082023,,,,,,,,,,,,,,,,,,
Emira25092023,,,,,,,,,,,,,,,,,,
Emira25102023,,,,,,,,,,,,,,,,,,
Emira25112023,,,,,,,,,,,,,,,,,,
Emira25122023,,,,,,,,,,,,,,,,,,
Emira26012023,,,,,,,,,,,,,,,,,,
Emira26022023,,,,,,,,,,,,,,,,,,
Emira26032023,,,,,,,,,,,,,,,,,,
Emira26042023,,,,,,,,,,,,,,,,,,
Emira26052023,,,,,,,,,,,,,,,,,,
Emira26062023,,,,,,,,,,,,,,,,,,
Emira26072023,,,,,,,,,,,,,,,,,,
Emira26082023,,,,,,,,,,,,,,,,,,
Emira26092023,,,,,,,,,,,,,,,,,,
Emira26102023,,,,,,,,,,,,,,,,,,
Emira26112023,,,,,,,,,,,,,,,,,,
Emira26122023,,,,,,,,,,,,,,,,,,
Emira27012023,,,,,,,,,,,,,,,,,,
Emira27022023,,,,,,,,,,,,,,,,,,
Emira27032023,,,,,,,,,,,,,,,,,,
Emira27042023,,,,,,,,,,,,,,,,,,
Emira27052023,,,,,,,,,,,,,,,,,,
Emira27062023,,,,,,,,,,,,,,,,,,
Emira27072023,,,,,,,,,,,,,,,,,,
Emira27082023,,,,,,,,,,,,,,,,,,
Emira27092023,,,,,,,,,,,,,,,,,,
Emira27102023,,,,,,,,,,,,,,,,,,
Emira27112023,,,,,,,,,,,,,,,,,,
Emira27122023,,,,,,,,,,,,,,,,,,
Emira28012023,,,,,,,,,,,,,,,,,,
Emira28022023,,,,,,,,,,,,,,,,,,
Emira28032023,,,,,,,,,,,,,,,,,,
Emira28042023,,,,,,,,,,,,,,,,,,
Emira28052023,,,,,,,,,,,,,,,,,,
Emira28062023,,,,,,,,,,,,,,,,,,
Emira28072023,,,,,,,,,,,,,,,,,,
Emira28082023,,,,,,,,,,,,,,,,,,
